profile,n,noise_std,seed,target_id,method,mse,residual_capture,params,selection_examples,fitting_examples,total_unique_examples,available_examples,charged_gradient_steps,charged_seconds
concentrated,64,0.25,1,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.007062824188378189,0.9920641779899597,128,64,64,64,64,1000,3.019827343057841
concentrated,64,0.25,1,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.01753193839069128,0.4474540054798126,128,32,32,64,64,1000,1.5818632940063253
concentrated,64,0.25,1,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.02262409330186199,0.42843255400657654,128,32,32,32,64,1000,1.5803476880537346
concentrated,64,0.25,2,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.08540839992488397,,1024,0,64,64,64,1000,1.5054763670195825
concentrated,64,0.25,2,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.010208518360941596,,128,0,64,64,64,1000,1.5629034480080009
concentrated,64,0.25,2,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.009719285093338331,0.0005540299462154508,128,64,64,64,64,1000,1.578792676969897
concentrated,64,0.25,2,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.014530034671658644,0.5050257444381714,128,64,64,64,64,1000,1.5783850169973448
concentrated,64,0.25,2,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.015525301157661674,0.0767388790845871,128,64,64,64,64,1000,1.5761589529574849
concentrated,64,0.25,2,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.005852335169670889,0.9920641779899597,128,64,64,64,64,1000,1.5759257999598049
concentrated,64,0.25,2,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.016526512432237718,0.00157957396004349,128,32,32,64,64,1000,1.578501084994059
concentrated,64,0.25,2,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.02165977681020153,0.07680103927850723,128,32,32,32,64,1000,1.5784163659554906
concentrated,64,0.25,3,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.0847341500112966,,1024,0,64,64,64,1000,1.507679229020141
concentrated,64,0.25,3,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.010849482583644434,,128,0,64,64,64,1000,1.5604966699611396
concentrated,64,0.25,3,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.00988438025006239,6.188895349623635e-05,128,64,64,64,64,1000,1.5772306270082481
concentrated,64,0.25,3,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.015245480930845316,0.5050222873687744,128,64,64,64,64,1000,1.577870927983895
concentrated,64,0.25,3,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.014211948050134615,0.5050449967384338,128,64,64,64,64,1000,1.5754018450388685
concentrated,64,0.25,3,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.0081995793720231,0.9920641779899597,128,64,64,64,64,1000,1.574927508016117
concentrated,64,0.25,3,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.015557380465353573,0.5050341486930847,128,32,32,64,64,1000,1.5759949130006135
concentrated,64,0.25,3,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.025752444160243134,1.6988306015264243e-05,128,32,32,32,64,1000,1.5771939239930362
concentrated,64,0.25,4,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.09105016817674316,,1024,0,64,64,64,1000,1.50914013403235
concentrated,64,0.25,4,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.01174591102389956,,128,0,64,64,64,1000,1.5602459179935977
concentrated,64,0.25,4,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.010023318254613995,5.043023338657804e-05,128,64,64,64,64,1000,1.5809617649647407
concentrated,64,0.25,4,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.015263052052908704,0.4559975266456604,128,64,64,64,64,1000,1.5821140870102681
concentrated,64,0.25,4,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.017304007405104738,0.00971889402717352,128,64,64,64,64,1000,1.5795394469751045
concentrated,64,0.25,4,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.007360763212864047,0.9920641779899597,128,64,64,64,64,1000,1.577774993958883
concentrated,64,0.25,4,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.01682449579067712,7.123707473510876e-05,128,32,32,64,64,1000,1.5813261510338634
concentrated,64,0.25,4,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.02263705703981008,0.006498612463474274,128,32,32,32,64,1000,1.5783960270346142
concentrated,64,0.25,5,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.08372041759608827,,1024,0,64,64,64,1000,1.5060504309949465
concentrated,64,0.25,5,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.00878537134712809,,128,0,64,64,64,1000,1.5593069860478863
concentrated,64,0.25,5,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.00906829296274312,7.635838119313121e-05,128,64,64,64,64,1000,1.575962113973219
concentrated,64,0.25,5,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.017275434139586113,0.0767655223608017,128,64,64,64,64,1000,1.5707172859692946
concentrated,64,0.25,5,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.014686078426151853,0.07676814496517181,128,64,64,64,64,1000,1.5698092639213428
concentrated,64,0.25,5,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.00569887053339896,0.9920641779899597,128,64,64,64,64,1000,1.5688390389550477
concentrated,64,0.25,5,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.017664964328359706,0.057642947882413864,128,32,32,64,64,1000,1.5720864069880918
concentrated,64,0.25,5,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.019271724118084088,0.019188622012734413,128,32,32,32,64,1000,1.5715225840103813
concentrated,64,0.25,6,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.07990771502952321,,1024,0,64,64,64,1000,1.5061003390001133
concentrated,64,0.25,6,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.010119279355604163,,128,0,64,64,64,1000,1.5651650549843907
concentrated,64,0.25,6,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.008269395360193919,3.308058876427822e-05,128,64,64,64,64,1000,1.5809385679312982
concentrated,64,0.25,6,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.014973299592889051,0.5262566804885864,128,64,64,64,64,1000,1.581301887985319
concentrated,64,0.25,6,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.014474912080030754,0.05918559059500694,128,64,64,64,64,1000,1.5808608149527572
concentrated,64,0.25,6,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.007504217414619374,0.9920641779899597,128,64,64,64,64,1000,1.579274286981672
concentrated,64,0.25,6,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.014548881594803277,0.00013903739454690367,128,32,32,64,64,1000,1.5816232769866474
concentrated,64,0.25,6,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.021699616175447863,0.01996453106403351,128,32,32,32,64,1000,1.5805400729877874
concentrated,64,0.25,7,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.09358140075677107,,1024,0,64,64,64,1000,1.4987181440228596
concentrated,64,0.25,7,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.01071861063588506,,128,0,64,64,64,1000,1.5506422899779864
concentrated,64,0.25,7,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.009766440266833248,5.749698539148085e-05,128,64,64,64,64,1000,1.5697177419788204
concentrated,64,0.25,7,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.014468403899724978,0.05954708531498909,128,64,64,64,64,1000,1.570060439989902
concentrated,64,0.25,7,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.015265406922867392,0.06356192380189896,128,64,64,64,64,1000,1.5681478430051357
concentrated,64,0.25,7,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.006593989853411938,0.9920641779899597,128,64,64,64,64,1000,1.5712186279706657
concentrated,64,0.25,7,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.01794373123368659,7.814369018888101e-05,128,32,32,64,64,1000,1.577018392039463
concentrated,64,0.25,7,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.020916396044806537,0.057647135108709335,128,32,32,32,64,1000,1.576819727953989
concentrated,64,0.25,8,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.08726645478327653,,1024,0,64,64,64,1000,1.5094757789629512
concentrated,64,0.25,8,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.010468869624979825,,128,0,64,64,64,1000,1.564541628002189
concentrated,64,0.25,8,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.009137222749284375,0.018489105626940727,128,64,64,64,64,1000,1.5810744399786927
concentrated,64,0.25,8,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.0170055419033674,0.0010022890055552125,128,64,64,64,64,1000,1.5788548069540411
concentrated,64,0.25,8,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.016315309680053486,0.0009920441079884768,128,64,64,64,64,1000,1.5772273149923421
concentrated,64,0.25,8,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.006966924737437346,0.9920641779899597,128,64,64,64,64,1000,1.577891914988868
concentrated,64,0.25,8,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.014281065061644988,0.0033842374105006456,128,32,32,64,64,1000,1.5795714079868048
concentrated,64,0.25,8,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.019167927242938497,7.736503175692633e-05,128,32,32,32,64,1000,1.5774801750085317
concentrated,64,0.25,9,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.08042900366048097,,1024,0,64,64,64,1000,1.4970130440196954
concentrated,64,0.25,9,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.009717496392898366,,128,0,64,64,64,1000,1.552588613005355
concentrated,64,0.25,9,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.009170356660050866,0.003082582727074623,128,64,64,64,64,1000,1.5704633559798822
concentrated,64,0.25,9,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.016868791858107194,0.4283449053764343,128,64,64,64,64,1000,1.571726360998582
concentrated,64,0.25,9,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.015563200596342856,0.0016816103598102927,128,64,64,64,64,1000,1.5696450649993494
concentrated,64,0.25,9,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.006016763446322761,0.9920641779899597,128,64,64,64,64,1000,1.5700671099475585
concentrated,64,0.25,9,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.01419178410741049,4.207333404337987e-05,128,32,32,64,64,1000,1.5708559170016088
concentrated,64,0.25,9,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.02144768194739334,1.1088129213021602e-05,128,32,32,32,64,1000,1.5680254499893636
concentrated,64,0.25,10,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.08206384660278773,,1024,0,64,64,64,1000,1.5088572360109538
concentrated,64,0.25,10,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.010074216604680185,,128,0,64,64,64,1000,1.5657220350112766
concentrated,64,0.25,10,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.008959578786970965,0.0016264530131593347,128,64,64,64,64,1000,1.5815726710134186
concentrated,64,0.25,10,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.014249541847683005,0.4347785711288452,128,64,64,64,64,1000,1.5814106080215424
concentrated,64,0.25,10,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.016261933361882384,0.006441531702876091,128,64,64,64,64,1000,1.5795781729975715
concentrated,64,0.25,10,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.006928152799438769,0.9920641779899597,128,64,64,64,64,1000,1.5808803990366869
concentrated,64,0.25,10,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.015747856183313567,0.006453643552958965,128,32,32,64,64,1000,1.5822909350390546
concentrated,64,0.25,10,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.0218669285335715,0.0008581673027947545,128,32,32,32,64,1000,1.5806935490109026
concentrated,64,0.25,11,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.07796573257443558,,1024,0,64,64,64,1000,1.501284909027163
concentrated,64,0.25,11,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.009784570425130545,,128,0,64,64,64,1000,1.5635679030092433
concentrated,64,0.25,11,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.008289036819390267,7.15193382347934e-05,128,64,64,64,64,1000,1.575769220944494
concentrated,64,0.25,11,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.014730441386013595,0.42915278673171997,128,64,64,64,64,1000,1.5725224759662524
concentrated,64,0.25,11,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.014555839830159512,0.4298858046531677,128,64,64,64,64,1000,1.5711652409518138
concentrated,64,0.25,11,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.00605539495610988,0.9920641779899597,128,64,64,64,64,1000,1.5717241199454293
concentrated,64,0.25,11,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.014267931618435235,0.006750288885086775,128,32,32,64,64,1000,1.5741332109901123
concentrated,64,0.25,11,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.019645149013243608,0.42920562624931335,128,32,32,32,64,1000,1.572834355989471
concentrated,64,0.25,12,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.08825457337479131,,1024,0,64,64,64,1000,1.509411894949153
concentrated,64,0.25,12,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.008004438613809828,,128,0,64,64,64,1000,1.5628837289987132
concentrated,64,0.25,12,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.006511705069470589,2.965460589621216e-05,128,64,64,64,64,1000,1.5809509419486858
concentrated,64,0.25,12,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.01441781921791871,0.45924174785614014,128,64,64,64,64,1000,1.5800391049706377
concentrated,64,0.25,12,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.013832522670752332,2.678215241758153e-05,128,64,64,64,64,1000,1.5787503030151129
concentrated,64,0.25,12,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.0057298985430463256,0.9920641779899597,128,64,64,64,64,1000,1.5796033180085942
concentrated,64,0.25,12,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.0169685362569858,3.742784247151576e-05,128,32,32,64,64,1000,1.5810171959456056
concentrated,64,0.25,12,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.020570676433508028,0.07482483237981796,128,32,32,32,64,1000,1.578912566008512
concentrated,64,0.25,13,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.09019908463032937,,1024,0,64,64,64,1000,1.5006538509624079
concentrated,64,0.25,13,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.009795290903438558,,128,0,64,64,64,1000,1.5518293750355951
concentrated,64,0.25,13,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.008027614703114475,0.001959688263013959,128,64,64,64,64,1000,1.5711777990218252
concentrated,64,0.25,13,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.013051381537156882,0.4533969759941101,128,64,64,64,64,1000,1.5711653720354661
concentrated,64,0.25,13,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.013277755546014479,0.05859393998980522,128,64,64,64,64,1000,1.5689175879815593
concentrated,64,0.25,13,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.007966446819458513,0.9920641779899597,128,64,64,64,64,1000,1.5684364970074967
concentrated,64,0.25,13,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.017122626655679415,8.324698865180835e-05,128,32,32,64,64,1000,1.5717227400746197
concentrated,64,0.25,13,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.017598213653388952,0.4475198984146118,128,32,32,32,64,1000,1.5700083340052515
concentrated,64,0.25,14,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.08471625038356113,,1024,0,64,64,64,1000,1.508709435001947
concentrated,64,0.25,14,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.01105014359982677,,128,0,64,64,64,1000,1.5631089190137573
concentrated,64,0.25,14,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.009440072598359415,2.5457071387791075e-05,128,64,64,64,64,1000,1.5795097959344275
concentrated,64,0.25,14,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.015011145420289074,0.5168083310127258,128,64,64,64,64,1000,1.5800060839392245
concentrated,64,0.25,14,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.016790519926910632,0.05765489488840103,128,64,64,64,64,1000,1.5791409939993173
concentrated,64,0.25,14,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.006943559446667193,0.9920641779899597,128,64,64,64,64,1000,1.5792327270028181
concentrated,64,0.25,14,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.016598066587428604,0.024150962010025978,128,32,32,64,64,1000,1.579808835987933
concentrated,64,0.25,14,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.02207031677049178,0.07672761380672455,128,32,32,32,64,1000,1.5798485989798792
concentrated,64,0.25,15,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.09127908477633767,,1024,0,64,64,64,1000,1.4967747069895267
concentrated,64,0.25,15,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.012084425444119655,,128,0,64,64,64,1000,1.5533776599913836
concentrated,64,0.25,15,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.00971659084686598,0.00010257492976961657,128,64,64,64,64,1000,1.5747315479675308
concentrated,64,0.25,15,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.017489728917856814,0.449588418006897,128,64,64,64,64,1000,1.5757985919481143
concentrated,64,0.25,15,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.018726402012726087,3.703685069922358e-05,128,64,64,64,64,1000,1.573959726956673
concentrated,64,0.25,15,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.007073521680683866,0.9920641779899597,128,64,64,64,64,1000,1.5737484119599685
concentrated,64,0.25,15,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.01268151232753877,0.42835262417793274,128,32,32,64,64,1000,1.5757915219292045
concentrated,64,0.25,15,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.019829791132462644,0.00010401493636891246,128,32,32,32,64,1000,1.5740683199837804
concentrated,64,0.25,16,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.09240817454720535,,1024,0,64,64,64,1000,1.5101535019930452
concentrated,64,0.25,16,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.010027464404796523,,128,0,64,64,64,1000,1.5632287960033864
concentrated,64,0.25,16,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.009120432154633255,0.0010921164648607373,128,64,64,64,64,1000,1.5802739490172826
concentrated,64,0.25,16,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.01607053159818654,0.49367302656173706,128,64,64,64,64,1000,1.5863817320205271
concentrated,64,0.25,16,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.017800513551848654,0.07023414224386215,128,64,64,64,64,1000,1.5784928580396809
concentrated,64,0.25,16,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.007107442527385628,0.9920641779899597,128,64,64,64,64,1000,1.580476450966671
concentrated,64,0.25,16,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_independent,0.017052120848260938,0.06387775391340256,128,32,32,64,64,1000,1.5804458190104924
concentrated,64,0.25,16,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip_same_half,0.024108501337217345,1.5900184735073708e-05,128,32,32,32,64,1000,1.5804728060029447
concentrated,64,0.25,17,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,lora,0.08084733898393064,,1024,0,64,64,64,1000,1.4974842760129832
concentrated,64,0.25,17,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,compressed,0.010464176890398944,,128,0,64,64,64,1000,1.5519223040319048
concentrated,64,0.25,17,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,random,0.009665322823241446,0.02496221847832203,128,64,64,64,64,1000,1.5701378569938242
concentrated,64,0.25,17,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,gradient,0.014060801155132228,0.506580114364624,128,64,64,64,64,1000,1.5762245939695276
concentrated,64,0.25,17,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,snip,0.01402174832062442,0.4474399983882904,128,64,64,64,64,1000,1.5701345579582267
concentrated,64,0.25,17,f343dc8618448c0c9d0e37927b8e6f50dc169343e536bdaae4bfce436cb39630,energy,0.006286086917758024,0.9920641779899597,128,64,64,64,64,1000,1.5714525689836591
