profile,n,noise_std,baseline,method,mean,sd,ci_low,ci_high
concentrated,1024,0.25,compressed,energy,0.0023217243483484628,4.5506809112517974e-05,0.0023004265060936036,0.002343022190603322
concentrated,1024,0.25,compressed,snip_independent,0.0011012951532096975,0.00023632898177343913,0.0009906897850851797,0.0012119005213342153
concentrated,1024,0.25,compressed,snip_same_half,0.0005107856180772816,0.00032950104639212934,0.00035657438143533006,0.000664996854719233
concentrated,1024,0.25,snip_same_half,snip_independent,0.000590509535132416,0.00043245189980707974,0.0003881158159390435,0.0007929032543257886
concentrated,1024,0.25,snip,snip_independent,-0.0004191403828287353,0.0002942608320314349,-0.000556858691464556,-0.00028142207419291465
concentrated,1024,0.5,compressed,lora,-0.02336856195388564,0.0010424010429567836,-0.023856420659256555,-0.022880703248514725
concentrated,1024,0.5,compressed,random,0.0002900303458288454,0.00016182666861534834,0.00021429313357392178,0.00036576755808376905
concentrated,1024,0.5,compressed,gradient,0.0001057196111508758,0.00043799162211533146,-9.926677789032432e-05,0.00031070600019207596
concentrated,1024,0.5,compressed,snip,0.0002622183388958358,0.0006666708138730135,-4.979320633642057e-05,0.0005742298841280922
concentrated,1024,0.5,compressed,energy,0.0026637514062773774,0.00016574160830123372,0.0025861819458491944,0.0027413208667055604
concentrated,1024,0.5,compressed,snip_independent,-0.0006945069154151662,0.0005790595290600464,-0.0009655151171899961,-0.0004234987136403363
concentrated,1024,0.5,compressed,snip_same_half,-0.0037259086791695075,0.000687436390703383,-0.004047638813515996,-0.0034041785448230186
concentrated,1024,0.5,snip_same_half,snip_independent,0.003031401763754341,0.0008446872108576428,0.0026360759801543126,0.0034267275473543694
concentrated,1024,0.5,snip,snip_independent,-0.0009567252543110019,0.0006401999440015076,-0.0012563480510929268,-0.000657102457529077
concentrated,1024,1.0,compressed,lora,-0.0699929871077423,0.00312852344246614,-0.07145718114963885,-0.06852879306584574
concentrated,1024,1.0,compressed,random,0.001444785705061047,0.0005423330316471375,0.001190966033172802,0.0016986053769492918
concentrated,1024,1.0,compressed,gradient,-0.005865601604205779,0.0012125852987730735,-0.0064331089930445675,-0.0052980942153669905
concentrated,1024,1.0,compressed,snip,-0.002484235530626713,0.0009117814913060771,-0.0029109624040649868,-0.0020575086571884395
concentrated,1024,1.0,compressed,energy,0.0039106690741731315,0.0005491653061563167,0.003653651799385975,0.004167686348960288
concentrated,1024,1.0,compressed,snip_independent,-0.003868510221834342,0.0009503616469721747,-0.004313293163926272,-0.003423727279742412
concentrated,1024,1.0,compressed,snip_same_half,-0.013390836436424695,0.0024685126257013744,-0.014546135907682375,-0.012235536965167014
concentrated,1024,1.0,snip_same_half,snip_independent,0.00952232621459035,0.002050673231001315,0.008562581599622072,0.010482070829558628
concentrated,1024,1.0,snip,snip_independent,-0.0013842746912076283,0.000941509843775409,-0.001824914861880678,-0.0009436345205345786
concentrated,4096,0.25,compressed,lora,0.0011312781638248355,7.494054623011497e-05,0.0010962049085641646,0.0011663514190855065
concentrated,4096,0.25,compressed,random,-7.650391038074251e-05,4.045584956597192e-05,-9.543783080157401e-05,-5.756998995991101e-05
concentrated,4096,0.25,compressed,gradient,0.00205052730058662,3.9947169716425865e-05,0.002031831449663632,0.0020692231515096085
concentrated,4096,0.25,compressed,snip,0.0017330442715512283,0.00013381311653284814,0.0016704178052459092,0.0017956707378565474
concentrated,4096,0.25,compressed,energy,0.002265066505579649,1.9546838556084768e-05,0.0022559183035354372,0.0022742147076238606
concentrated,4096,0.25,compressed,snip_independent,0.0016069985255386643,0.0001362490313002534,0.0015432320160293886,0.00167076503504794
concentrated,4096,0.25,compressed,snip_same_half,0.0015771640005264524,0.00018691930911216874,0.0014896830710239013,0.0016646449300290035
concentrated,4096,0.25,snip_same_half,snip_independent,2.9834525012211798e-05,0.00020873198978892628,-6.785505328969912e-05,0.00012752410331412273
concentrated,4096,0.25,snip,snip_independent,-0.000126045746012564,0.00012321685315691745,-0.00018371300840372786,-6.837848362140016e-05
concentrated,4096,0.5,compressed,lora,-0.0021486740719845426,0.0002726458299305562,-0.0022762762482423553,-0.00202107189572673
concentrated,4096,0.5,compressed,random,1.2116715562100494e-05,5.422558704737188e-05,-1.3261640372646385e-05,3.7495071496847375e-05
concentrated,4096,0.5,compressed,gradient,0.00173190168647979,0.00010903429923037006,0.0016808720636460775,0.0017829313093135025
concentrated,4096,0.5,compressed,snip,0.0011102232010204373,0.0003705348058862528,0.0009368075737856663,0.0012836388282552083
concentrated,4096,0.5,compressed,energy,0.002323812478611177,5.668199478855784e-05,0.002297284488465514,0.00235034046875684
concentrated,4096,0.5,compressed,snip_independent,0.0007435166246797574,0.0004004498386870553,0.0005561003311256868,0.000930932918233828
concentrated,4096,0.5,compressed,snip_same_half,0.00045327245580280214,0.0003699470546126452,0.00028013190463147116,0.0006264130069741331
concentrated,4096,0.5,snip_same_half,snip_independent,0.00029024416887695533,0.00045464343430390465,7.746449183850432e-05,0.0005030238459154063
concentrated,4096,0.5,snip,snip_independent,-0.00036670657634068,0.0004650300010618795,-0.0005843473162551054,-0.00014906583642625463
concentrated,4096,1.0,compressed,lora,-0.016304638445342145,0.0008435915592466183,-0.016699451448203798,-0.015909825442480492
concentrated,4096,1.0,compressed,random,0.00032656859109764415,0.0001352377548854722,0.00026327537351935866,0.00038986180867592963
concentrated,4096,1.0,compressed,gradient,0.0005256112256475567,0.0005094030938277164,0.0002872032390613126,0.0007640192122338007
concentrated,4096,1.0,compressed,snip,0.0003254459558375918,0.0004898482516530736,9.618991710434816e-05,0.0005547019945708354
concentrated,4096,1.0,compressed,energy,0.002574928536579522,0.000176403515950203,0.0024923691497717028,0.002657487923387341
concentrated,4096,1.0,compressed,snip_independent,-0.0007513997068976446,0.0006324537938328525,-0.0010473971938063469,-0.0004554022199889424
concentrated,4096,1.0,compressed,snip_same_half,-0.0016200089323229008,0.0005846214703288496,-0.001893620202739192,-0.0013463976619066096
concentrated,4096,1.0,snip_same_half,snip_independent,0.0008686092254252556,0.000603512072235266,0.0005861568811708182,0.001151061569679693
concentrated,4096,1.0,snip,snip_independent,-0.0010768456627352364,0.000681336587751915,-0.0013957210014241153,-0.0007579703240463574
diffuse,64,0.25,compressed,lora,-0.07549540187673069,0.005186953652556386,-0.07792297091155945,-0.07306783284190194
diffuse,64,0.25,compressed,random,0.0014901313530173398,0.0008100873481713124,0.0011109988036146646,0.001869263902420015
diffuse,64,0.25,compressed,gradient,-0.006007056368047483,0.0015059289084616745,-0.006711852792251756,-0.00530225994384321
diffuse,64,0.25,compressed,snip,-0.005753133077968072,0.0015350035620002684,-0.006471536858890074,-0.00503472929704607
diffuse,64,0.25,compressed,energy,0.0013849648481392776,0.001040119203909689,0.0008981740763155358,0.0018717556199630194
diffuse,64,0.25,compressed,snip_independent,-0.005246197197558608,0.0019399797728250536,-0.006154135679403956,-0.00433825871571326
diffuse,64,0.25,compressed,snip_same_half,-0.011431306086979995,0.0021759604742150438,-0.012449686936712933,-0.010412925237247057
diffuse,64,0.25,snip_same_half,snip_independent,0.006185108889421385,0.002644249468044902,0.004947562044208189,0.007422655734634582
diffuse,64,0.25,snip,snip_independent,0.0005069358804094626,0.002109116029073816,-0.00048016080600823594,0.0014940325668271611
diffuse,64,0.5,compressed,lora,-0.12045569740508395,0.011221445608560148,-0.12570749561074754,-0.11520389919942038
diffuse,64,0.5,compressed,random,0.00495933527441412,0.00204159516019002,0.004003839327368029,0.005914831221460212
diffuse,64,0.5,compressed,gradient,-0.019780844435738635,0.0036505749737499498,-0.021489366115169595,-0.018072322756307675
diffuse,64,0.5,compressed,snip,-0.01799436889297535,0.003359628125996905,-0.019566723256155424,-0.016422014529795276
diffuse,64,0.5,compressed,energy,0.0044013273131067124,0.002771504233227984,0.0031042234045022513,0.005698431221711174
diffuse,64,0.5,compressed,snip_independent,-0.006733420301548991,0.0033308334301212373,-0.008292298332230772,-0.00517454227086721
diffuse,64,0.5,compressed,snip_same_half,-0.02573150625253639,0.0047554822509388315,-0.02795714045544994,-0.023505872049622838
diffuse,64,0.5,snip_same_half,snip_independent,0.018998085950987398,0.004802647613836824,0.01675037767875356,0.021245794223221235
diffuse,64,0.5,snip,snip_independent,0.01126094859142636,0.0038885429955772943,0.009441054449512957,0.013080842733339764
diffuse,64,1.0,compressed,lora,-0.1806799588983816,0.019553447559826923,-0.18983125405155682,-0.17152866374520637
diffuse,64,1.0,compressed,random,0.009315318022285144,0.003277479475863366,0.007781410410835515,0.010849225633734774
diffuse,64,1.0,compressed,gradient,-0.043703955459847246,0.0044764191201247545,-0.04579898409723917,-0.041608926822455324
diffuse,64,1.0,compressed,snip,-0.03760598916278439,0.004865805699026044,-0.03988325632876868,-0.0353287219968001
diffuse,64,1.0,compressed,energy,0.007724366455262967,0.004081488334678422,0.005814171114998661,0.009634561795527272
diffuse,64,1.0,compressed,snip_independent,-0.006384914749810619,0.004949908189212439,-0.008701543092817928,-0.004068286406803311
diffuse,64,1.0,compressed,snip_same_half,-0.04379151389510517,0.005680395116687867,-0.046450020643872394,-0.04113300714633794
diffuse,64,1.0,snip_same_half,snip_independent,0.03740659914529455,0.006478632348587193,0.034374505872257696,0.04043869241833141
diffuse,64,1.0,snip,snip_independent,0.03122107441297377,0.004959978895134731,0.028899732834512012,0.03354241599143553
diffuse,256,0.25,compressed,lora,-0.032052253468777686,0.001988093249115985,-0.032982709750670136,-0.03112179718688524
diffuse,256,0.25,compressed,random,0.00022232239724401704,0.00017617178993160028,0.00013987146155124613,0.00030477333293678794
diffuse,256,0.25,compressed,gradient,-0.0021609522245871733,0.0005540452201713487,-0.002420253369435455,-0.0019016510797388916
diffuse,256,0.25,compressed,snip,-0.001565734973632524,0.0003457007424703205,-0.0017275279014186931,-0.001403942045846355
diffuse,256,0.25,compressed,energy,0.00036689484510628247,0.00024093169291870218,0.00025413534185719214,0.0004796543483553728
diffuse,256,0.25,compressed,snip_independent,-0.0019883193733373104,0.0004760970673187955,-0.0022111396596967764,-0.0017654990869778446
diffuse,256,0.25,compressed,snip_same_half,-0.005722574420070834,0.0008088161963792774,-0.006101112052122091,-0.0053440367880195775
diffuse,256,0.25,snip_same_half,snip_independent,0.003734255046733522,0.0006585876147245059,0.0034260265551527285,0.004042483538314315
diffuse,256,0.25,snip,snip_independent,-0.00042258439970478695,0.0006015248642879347,-0.0007041067020113213,-0.00014106209739825262
diffuse,256,0.5,compressed,lora,-0.07780898564787346,0.00520413014094556,-0.08024459352672006,-0.07537337776902686
diffuse,256,0.5,compressed,random,0.0014569215586777103,0.0005791325008339319,0.00118587920506144,0.0017279639122939807
diffuse,256,0.5,compressed,gradient,-0.010193101537849825,0.0014154730044672965,-0.010855563295838993,-0.009530639779860657
diffuse,256,0.5,compressed,snip,-0.00752489678577369,0.0013898855157193893,-0.00817538323040473,-0.00687441034114265
diffuse,256,0.5,compressed,energy,0.0013345518106327805,0.0007777026534860655,0.000970575764890311,0.00169852785637525
diffuse,256,0.5,compressed,snip_independent,-0.005227685557842436,0.0013764357640656641,-0.005871877324936762,-0.0045834937907481095
diffuse,256,0.5,compressed,snip_same_half,-0.02031709852209117,0.002350425853567981,-0.021417131682782798,-0.019217065361399544
diffuse,256,0.5,snip_same_half,snip_independent,0.015089412964248738,0.001939304673604625,0.014181790438564313,0.015997035489933163
diffuse,256,0.5,snip,snip_independent,0.002297211227931255,0.0019162170275980252,0.0014003940531882421,0.003194028402674268
diffuse,256,1.0,compressed,lora,-0.13557663057605854,0.0060006140901738845,-0.13838500441762622,-0.13276825673449086
diffuse,256,1.0,compressed,random,0.00515263594827646,0.0015361144199618148,0.004433712269824967,0.005871559626727953
diffuse,256,1.0,compressed,gradient,-0.029571099374389998,0.002797448617435688,-0.03088034562856936,-0.028261853120210637
diffuse,256,1.0,compressed,snip,-0.022218937511877538,0.002553055582515465,-0.02341380430488555,-0.021024070718869525
diffuse,256,1.0,compressed,energy,0.004251986700348585,0.0019379688382279961,0.0033449893648650275,0.005158984035832142
diffuse,256,1.0,compressed,snip_independent,-0.008275390505884094,0.003268466099964223,-0.009805079727562446,-0.006745701284205742
diffuse,256,1.0,compressed,snip_same_half,-0.04511456490923323,0.0044956310170752726,-0.04721858499117265,-0.043010544827293815
diffuse,256,1.0,snip_same_half,snip_independent,0.03683917440334914,0.002998534924496145,0.03543581686053171,0.03824253194616657
diffuse,256,1.0,snip,snip_independent,0.013943547005993446,0.0037146322772267735,0.012205045585698921,0.01568204842628797
diffuse,1024,0.25,compressed,lora,-0.004981781761561849,0.00020602039994111488,-0.005078202276750683,-0.004885361246373016
diffuse,1024,0.25,compressed,random,4.191806741955489e-05,7.389272063314309e-05,7.335209633682236e-06,7.650092520542755e-05
diffuse,1024,0.25,compressed,gradient,5.4155955121319036e-05,0.00011527143027108816,2.072651058217351e-07,0.00010810464513681634
diffuse,1024,0.25,compressed,snip,9.139971015494292e-05,0.00010437827041606397,4.254917588303195e-05,0.0001402502444268539
diffuse,1024,0.25,compressed,energy,0.00023776014889384718,5.2333218945095725e-05,0.00021326744849321504,0.0002622528492944793
diffuse,1024,0.25,compressed,snip_independent,-0.0002725136544361799,0.0001678333540289536,-0.00035106208199950313,-0.00019396522687285665
diffuse,1024,0.25,compressed,snip_same_half,-0.0008717515748829756,0.00022516478400783795,-0.000977131937617071,-0.0007663712121488801
diffuse,1024,0.25,snip_same_half,snip_independent,0.0005992379204467959,0.00022505537776052029,0.0004939087614125975,0.0007045670794809943
diffuse,1024,0.25,snip,snip_independent,-0.0003639133645911228,0.00017989461159260013,-0.0004481066344537737,-0.00027972009472847193
diffuse,1024,0.5,compressed,lora,-0.024299742619297442,0.0009520991587065649,-0.02474533874191239,-0.023854146496682493
diffuse,1024,0.5,compressed,random,0.00037243940346155113,0.00019734109779769675,0.0002800809267135088,0.00046479788020959345
diffuse,1024,0.5,compressed,gradient,-0.0017002158189248912,0.0003028615448433041,-0.0018419593850621469,-0.0015584722527876354
diffuse,1024,0.5,compressed,snip,-0.0006207681413264908,0.00029145528415102517,-0.0007571734131363789,-0.0004843628695166027
diffuse,1024,0.5,compressed,energy,0.0004899578750575383,0.0001723230077641861,0.0004093082248662893,0.0005706075252487873
diffuse,1024,0.5,compressed,snip_independent,-0.0014460113487007945,0.00037067968487828576,-0.0016194947813910243,-0.0012725279160105646
diffuse,1024,0.5,compressed,snip_same_half,-0.0041938249232142365,0.0007665342174118352,-0.004552573979976786,-0.0038350758664516867
diffuse,1024,0.5,snip_same_half,snip_independent,0.002747813574513442,0.0006674516947212436,0.0024354365657945167,0.0030601905832323673
diffuse,1024,0.5,snip,snip_independent,-0.0008252432073743035,0.0004223250755085712,-0.001022897426904691,-0.0006275889878439161
diffuse,1024,1.0,compressed,lora,-0.06937241780796641,0.0032796243199081344,-0.07090732923732851,-0.0678375063786043
diffuse,1024,1.0,compressed,random,0.0015339568445422113,0.0005856412057118874,0.0012598683232759222,0.0018080453658085003
diffuse,1024,1.0,compressed,gradient,-0.006615302944719073,0.0011250015244081324,-0.0071418198653864385,-0.006088786024051707
diffuse,1024,1.0,compressed,snip,-0.0025455707209070975,0.00092213592807933,-0.0029771436199256176,-0.0021139978218885774
diffuse,1024,1.0,compressed,energy,0.0014283400290088148,0.00054831270688352,0.0011717217829642305,0.0016849582750533992
diffuse,1024,1.0,compressed,snip_independent,-0.003911279515941391,0.000953870964601415,-0.004357704869240509,-0.0034648541626422736
diffuse,1024,1.0,compressed,snip_same_half,-0.0133230667553829,0.0019845818366314803,-0.014251879645645716,-0.012394253865120084
diffuse,1024,1.0,snip_same_half,snip_independent,0.00941178723944151,0.0014984810039077661,0.008710476541866106,0.010113097937016913
diffuse,1024,1.0,snip,snip_independent,-0.0013657087950342927,0.0011125961156967464,-0.0018864198057072024,-0.000844997784361383
diffuse,4096,0.25,compressed,lora,0.0006895350936715258,7.952697340383793e-05,0.0006523153244195567,0.000726754862923495
diffuse,4096,0.25,compressed,random,-1.4789236217903692e-05,3.1285184166217964e-05,-2.9431153115193738e-05,-1.4731932061364408e-07
diffuse,4096,0.25,compressed,gradient,0.0004953767764999568,6.817128500409616e-05,0.00046347163301388233,0.0005272819199860314
diffuse,4096,0.25,compressed,snip,0.00028077855973129395,7.609799259153963e-05,0.00024516360289881785,0.00031639351656377005
diffuse,4096,0.25,compressed,energy,0.00019904946330172118,1.627409305839249e-05,0.00019143295329897525,0.0002066659733044671
diffuse,4096,0.25,compressed,snip_independent,0.0001357371256567485,6.286572138669928e-05,0.00010631506237779302,0.00016515918893570395
diffuse,4096,0.25,compressed,snip_same_half,9.323491157542865e-05,6.637187890278048e-05,6.217191606776973e-05,0.00012429790708308756
diffuse,4096,0.25,snip_same_half,snip_independent,4.250221408131985e-05,0.00010409413477424872,-6.2153406168442195e-06,9.121976877948392e-05
diffuse,4096,0.25,snip,snip_independent,-0.00014504143407454548,9.599993885048462e-05,-0.00018997078847200264,-0.00010011207967708832
diffuse,4096,0.5,compressed,lora,-0.0027348355107426844,0.0003035656290753038,-0.0028769085984438492,-0.0025927624230415195
diffuse,4096,0.5,compressed,random,7.036098994632919e-05,4.489269845471298e-05,4.93505603264587e-05,9.137141956619967e-05
diffuse,4096,0.5,compressed,gradient,5.75478095644002e-05,0.00010346736201575708,9.12359354676177e-06,0.00010597202558203862
diffuse,4096,0.5,compressed,snip,9.121124232508066e-05,8.366631526727794e-05,5.205420144792457e-05,0.00013036828320223674
diffuse,4096,0.5,compressed,energy,0.0002685479440289577,4.1172411510721066e-05,0.00024927866229489137,0.00028781722576302405
diffuse,4096,0.5,compressed,snip_independent,-0.0003570313634725434,0.00015628731502960816,-0.0004301760784470869,-0.00028388664849799994
diffuse,4096,0.5,compressed,snip_same_half,-0.0005528842688599929,0.00014845608990718363,-0.0006223638576573241,-0.0004834046800626616
diffuse,4096,0.5,snip_same_half,snip_independent,0.00019585290538744944,0.0001898564484452286,0.00010699735236336364,0.00028470845841153524
diffuse,4096,0.5,snip,snip_independent,-0.00044824260579762404,0.00014206009353707544,-0.0005147287761503352,-0.0003817564354449129
diffuse,4096,1.0,compressed,lora,-0.01635035894104145,0.0010107009108094485,-0.016823381527881993,-0.015877336354200904
diffuse,4096,1.0,compressed,random,0.000386761715180717,0.00014077737981796896,0.00032087587332786015,0.00045264755703357387
diffuse,4096,1.0,compressed,gradient,-0.00028763523278786896,0.00022351355610375755,-0.00039224279707457215,-0.00018302766850116574
diffuse,4096,1.0,compressed,snip,4.798240584092078e-06,0.00022197563178568243,-9.908955296576846e-05,0.00010868603413395262
diffuse,4096,1.0,compressed,energy,0.0005266054538195997,0.00013079358759605006,0.0004653921705573039,0.0005878187370818955
diffuse,4096,1.0,compressed,snip_independent,-0.0011543834633004403,0.0003386035792151362,-0.001312854816438469,-0.0009959121101624116
diffuse,4096,1.0,compressed,snip_same_half,-0.0019783458390409603,0.0004685749769670548,-0.0021976456787494193,-0.0017590459993325014
diffuse,4096,1.0,snip_same_half,snip_independent,0.0008239623757405201,0.0005045661162553625,0.0005878181643416676,0.0010601065871393726
diffuse,4096,1.0,snip,snip_independent,-0.0011591817038845323,0.0003453443527082647,-0.0013208078361277586,-0.000997555571641306
